num	filename	duration	caption
1	hospital_3707/1.wav	10.005963718820862	房间内一个人在对另一个人诉说事情，然后有人声，伴整理票据的纸张声
1	hospital_3707/1.wav	10.005963718820862	有人在办公室里说话声，翻纸张声，后期制作声
1	hospital_3707/1.wav	10.005963718820862	男女在交谈，有说话声，脚步声和翻书声
2	hospital_3707/2.wav	10.005963718820862	诊室内一人向医生讲述病情，有人声，伴有拉帘的声音与后期操作声
2	hospital_3707/2.wav	10.005963718820862	病房内医生和病人的对话声，拉帘子的声音，背景音乐声
2	hospital_3707/2.wav	10.005963718820862	在病房里，有病床上的人哭泣声，和医生的对话声，以及医生的声音
3	hospital_3707/3.wav	10.005963718820862	房间内一人对一群人阐述事件，然后有人声以及人深呼吸声
3	hospital_3707/3.wav	10.005963718820862	病房内医生和病人的对话声
3	hospital_3707/3.wav	10.005963718820862	一群人在讨论问题，有走动声，呼吸声，说话声
4	hospital_3707/4.wav	10.005963718820862	室外两名医生在争执，然后有人声伴有嘈杂的路人说话声以及车辆路过的声音
4	hospital_3707/4.wav	10.005963718820862	两个医生的对话声
4	hospital_3707/4.wav	10.005963718820862	两个人对话，医院门口吵杂的声音
5	hospital_3707/5.wav	10.005963718820862	病房内伤者向医生讲述受伤经过，然后有人声，放片子声音，观片灯开关声以及人的脚步声
5	hospital_3707/5.wav	10.005963718820862	病人在描述自己的病情声，片子抖动声，开机器灯的声音，医生分析病情声
5	hospital_3707/5.wav	10.005963718820862	几个人在交谈，有仪器声，走路声
6	hospital_3707/6.wav	10.005963718820862	手术室内两名医生在进行手术，然后有人声，深呼吸声，手术操作声
6	hospital_3707/6.wav	10.005963718820862	两个医生在手术室里交流的对话声
6	hospital_3707/6.wav	10.005963718820862	两个医生做手术，器械摩擦声，呼气声
7	hospital_3707/7.wav	10.005963718820862	医院内患者与护士进行对话，然后有人声，嘈杂路人说话声
7	hospital_3707/7.wav	10.005963718820862	医院急诊室里护士和病人的交流
7	hospital_3707/7.wav	10.005963718820862	两个人交谈，有说话和后期制作声
8	hospital_3707/8.wav	10.005963718820862	几名医生在办公室闲聊，然后有人声，医疗器械碰撞声
8	hospital_3707/8.wav	10.005963718820862	有人在办公室里说话声，吃东西的声音，摆放器械的声音
8	hospital_3707/8.wav	10.005963718820862	一群人交谈，办公声和咀嚼声
9	hospital_3707/9.wav	10.005963718820862	医院里医生和护士闲聊，然后有人声，走路的脚步声，和后期操作声
9	hospital_3707/9.wav	10.005963718820862	医院里有人在交流，有人的对话声，走路声
9	hospital_3707/9.wav	10.005963718820862	两个人对话，有医院人员走动声
10	hospital_3707/10.wav	10.005963718820862	医院内患者家属与医生护士进行对话，然后有人声，走路的脚步声以及嘈杂的路人说话声
10	hospital_3707/10.wav	10.005963718820862	医院大厅有人在交流，有人的对话声，走路声
10	hospital_3707/10.wav	10.005963718820862	几个人说话的声音，脚步声和后期设备声
11	hospital_3707/11.wav	10.005963718820862	在医院，一群医生的对话，奶茶盖子盖上的声音
11	hospital_3707/11.wav	10.005963718820862	几个人在医院的病房里，有交谈声，衣服摩擦的声音
11	hospital_3707/11.wav	10.005963718820862	几个医生在病房内交流，对话声
12	hospital_3707/12.wav	10.005963718820862	在医院，医生和病人对话，医生翻动纸张
12	hospital_3707/12.wav	10.005963718820862	一位医生和病人交谈，有人声，写字的声音，医疗设备的声音
12	hospital_3707/12.wav	10.005963718820862	病人描述自己的病情声，和医生对话声
13	hospital_3707/13.wav	10.005963718820862	在医院，两个医生间和病人对话
13	hospital_3707/13.wav	10.005963718820862	两位医生在为病人诊治，医生讲话声音，病人呼吸声音，医疗设备的声音
13	hospital_3707/13.wav	10.005963718820862	有人在检查身体，人的对话声，键盘声，机器运转声
14	hospital_3707/14.wav	10.005963718820862	医院，医生和护士在走廊对话，周围都是人走动和说话的声音
14	hospital_3707/14.wav	10.005963718820862	医院的走廊里医生之间的交流，医生的交流声，医院外的警笛声，走路发出的声音，广播声，医院里人的嘈杂声
14	hospital_3707/14.wav	10.005963718820862	医院里有人在交流，有人的对话声，跑步声，背景音乐
15	hospital_3707/15.wav	10.005963718820862	医院，两个医生对话，走动声
15	hospital_3707/15.wav	10.005963718820862	两位医生在病房里的交流，医生的交流声，转身走路的声音
15	hospital_3707/15.wav	10.005963718820862	病房内医生和医生的对话声
16	hospital_3707/16.wav	10.005963718820862	医院，两个医生和病人对话，有病床铁架移动的声音
16	hospital_3707/16.wav	10.005963718820862	医生和卧床病人之间的交流，医生和病人之间的对话声音，医生走路声，医生拆卸设备的声响
16	hospital_3707/16.wav	10.005963718820862	病房内医生和病人的对话声，搬动器械声
17	hospital_3707/17.wav	10.005963718820862	医院，病人和医生对话
17	hospital_3707/17.wav	10.005963718820862	病人的讲话和医生向病人讲解病情，病人的讲话声，医生说明病情的声音，病人的呼气声
17	hospital_3707/17.wav	10.005963718820862	病房内医生和病人的对话声
18	hospital_3707/18.wav	10.005963718820862	医院，病人拿着纸和医生对话
18	hospital_3707/18.wav	10.005963718820862	病人向医生请求事情，病人的声音，病人签字的声音，医生的声音，医疗设备的声音
18	hospital_3707/18.wav	10.005963718820862	病房内医生和病人的对话声，医疗机器运转声
19	hospital_3707/19.wav	10.005963718820862	医院，病人和医生对话
19	hospital_3707/19.wav	10.005963718820862	医生和病人之间的交谈，医生和病人的交谈声，机械的响声
19	hospital_3707/19.wav	10.005963718820862	病房内医生和病人的对话声，车轮声
20	hospital_3707/20.wav	10.005963718820862	医院，两个医生对话，走动声
20	hospital_3707/20.wav	10.005963718820862	两位医生之间的交流声音，音乐背景声音
20	hospital_3707/20.wav	10.005963718820862	两个医生的对话声，后期制作声
21	hospital_3707/21.wav	10.005963718820862	医院，仪器响着，医生和病人对话
